,Price,Levy,Prod. year,Leather interior,Engine volume,Mileage,Cylinders,Airbags,Turbo,Mileage_BIN,EngineVolume_BIN,Manufacturer,Model,Category,Fuel type,Gear box type,Drive wheels,Doors,Wheel,Color
19,6.846943139585379,1850.0,2008,1,3.41,343306.2,6.0,12,0,9.0,4.0,21.0,1175.0,4.0,2.0,0.0,0.0,1.0,0.0,1.0
20,9.842994172107165,531.0,2012,1,1.6,112645.0,4.0,4,0,3.0,1.0,15.0,607.0,9.0,5.0,0.0,1.0,1.0,0.0,12.0
21,9.937792356228119,586.0,2012,1,1.8,187000.0,4.0,12,0,5.0,1.0,36.0,1094.0,9.0,6.0,0.0,1.0,1.0,0.0,14.0
22,9.773492755919941,1249.0,2017,1,2.5,39709.0,4.0,12,0,1.0,3.0,36.0,412.0,9.0,5.0,0.0,1.0,1.0,0.0,1.0
23,8.966994113344454,0.0,2001,0,2.0,230000.0,4.0,0,1,6.0,2.0,11.0,1352.0,6.0,1.0,1.0,1.0,0.0,0.0,14.0
24,8.456168489578463,0.0,1995,0,1.8,0.0,4.0,4,0,0.0,1.0,28.0,1387.0,9.0,5.0,0.0,1.0,1.0,0.0,6.0
25,9.922554615253354,0.0,2006,1,2.2,210000.0,4.0,8,1,6.0,2.0,24.0,550.0,9.0,1.0,2.0,2.0,1.0,0.0,1.0
26,6.3080984415095305,2109.1000000000004,2008,1,3.41,0.0,8.0,0,0,0.0,4.0,21.0,764.0,4.0,5.0,0.0,0.0,1.0,0.0,14.0
27,9.578726471842927,583.0,2011,1,1.6,158787.0,4.0,4,0,4.0,1.0,15.0,607.0,9.0,5.0,0.0,1.0,1.0,0.0,12.0
28,9.398809659356372,1537.0,2009,1,3.3,343306.2,6.0,12,0,9.0,4.0,36.0,803.0,4.0,2.0,0.0,0.0,1.0,0.0,2.0
29,9.660205067381032,1288.0,2007,0,2.0,180000.0,6.0,4,1,5.0,2.0,24.0,1414.0,2.0,1.0,1.0,2.0,1.0,0.0,14.0
30,9.875293818165346,915.0,2014,1,3.0,175056.0,6.0,12,0,5.0,4.0,30.0,442.0,4.0,1.0,0.0,0.0,1.0,0.0,14.0
31,8.839131752546109,0.0,2000,1,3.41,200000.0,8.0,6,0,5.0,4.0,2.0,1457.0,4.0,0.0,0.0,0.0,1.0,0.0,12.0
32,4.8283137373023015,1750.0,2008,1,3.3,287274.0,6.0,12,0,8.0,4.0,36.0,803.0,9.0,2.0,0.0,0.0,1.0,0.0,14.0
33,10.104876172047309,0.0,2007,1,3.0,250000.0,6.0,10,1,7.0,4.0,18.0,785.0,4.0,1.0,2.0,0.0,1.0,0.0,1.0
34,10.053415041519079,707.0,2011,1,2.0,162000.0,4.0,4,0,4.0,2.0,15.0,1238.0,4.0,1.0,0.0,1.0,1.0,0.0,7.0
35,10.854102413454237,1077.0,2019,0,2.0,10200.0,4.0,12,0,0.0,2.0,36.0,353.0,4.0,5.0,2.0,1.0,1.0,0.0,11.0
36,8.926251835034533,1486.0,2010,0,1.3,158000.0,4.0,4,0,4.0,0.0,14.0,656.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0
37,9.85854248649296,531.0,2012,1,1.6,103490.0,4.0,4,0,3.0,1.0,15.0,607.0,9.0,5.0,0.0,1.0,1.0,0.0,12.0
38,5.749392985908253,1399.0,2010,1,3.41,343306.2,6.0,12,0,9.0,4.0,21.0,1180.0,4.0,2.0,0.0,0.0,1.0,0.0,12.0
39,10.104876172047309,751.0,2013,1,2.4,203200.0,4.0,4,0,5.0,2.0,36.0,412.0,9.0,5.0,0.0,1.0,1.0,0.0,2.0
40,10.73059728275904,1091.0,2016,1,2.5,61057.0,4.0,4,0,1.0,3.0,15.0,793.0,10.0,1.0,0.0,1.0,1.0,0.0,1.0
41,9.911703707307469,650.0,2016,1,1.4,11200.0,4.0,8,1,0.0,1.0,39.0,847.0,9.0,5.0,2.0,1.0,1.0,0.0,1.0
42,9.967682264578125,382.0,2014,1,2.4,141000.0,4.0,12,0,4.0,2.0,15.0,1267.0,9.0,2.0,2.0,1.0,1.0,0.0,14.0
43,6.3080984415095305,1436.0,2010,1,3.41,160259.0,6.0,12,0,4.0,4.0,30.0,442.0,4.0,5.0,0.0,0.0,1.0,0.0,12.0
44,5.393627546352362,1194.0,2013,1,3.41,239342.0,6.0,12,0,6.0,4.0,36.0,1330.0,4.0,5.0,0.0,0.0,1.0,0.0,12.0
45,9.660205067381032,503.0,2012,0,1.5,128000.0,4.0,8,0,3.0,1.0,36.0,1102.0,3.0,2.0,3.0,1.0,1.0,0.0,13.0
46,10.92215435102715,1017.0,2017,1,2.0,100734.0,4.0,4,0,2.0,2.0,15.0,1238.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0
47,9.436997742590188,0.0,2012,0,1.5,141500.0,4.0,8,0,4.0,1.0,36.0,246.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0
48,9.755509449764629,0.0,2008,0,2.3,147000.0,4.0,8,0,4.0,2.0,11.0,638.0,4.0,2.0,3.0,0.0,1.0,0.0,14.0
49,10.459926872262475,891.0,2016,1,2.0,87768.0,4.0,4,0,2.0,2.0,14.0,458.0,9.0,5.0,0.0,1.0,1.0,0.0,2.0
50,6.759255270663693,1104.0,2015,1,3.0,264014.0,6.0,0,0,7.0,4.0,1.0,1136.0,4.0,5.0,0.0,0.0,1.0,0.0,1.0
51,9.587611745713565,0.0,2008,0,1.5,132542.0,4.0,10,1,3.0,1.0,31.0,978.0,9.0,1.0,1.0,1.0,1.0,0.0,14.0
52,5.971261839790462,1017.0,2017,1,2.0,1600.0,4.0,12,0,0.0,2.0,24.0,570.0,9.0,5.0,0.0,2.0,1.0,0.0,1.0
53,10.558413520275876,639.0,2014,1,2.0,87000.0,1.0,12,0,2.0,2.0,1.0,1132.0,4.0,5.0,2.0,0.0,1.0,0.0,14.0
54,9.080345575359996,0.0,2001,0,2.0,260000.0,4.0,0,0,7.0,2.0,24.0,299.0,1.0,5.0,1.0,2.0,0.0,0.0,2.0
55,11.374949926025897,0.0,2019,1,2.0,5323.0,4.0,0,1,0.0,2.0,24.0,750.0,4.0,5.0,2.0,0.0,1.0,0.0,7.0
56,7.252053951852814,629.0,2015,1,1.6,87112.0,4.0,0,0,2.0,1.0,27.0,867.0,4.0,5.0,0.0,0.0,1.0,0.0,1.0
57,5.971261839790462,919.0,2012,1,3.0,204318.0,6.0,12,0,5.0,4.0,2.0,151.0,9.0,5.0,0.0,2.0,1.0,0.0,1.0
58,10.065648918115544,781.0,2018,0,1.4,22000.0,4.0,6,1,0.0,1.0,5.0,517.0,9.0,5.0,0.0,1.0,1.0,0.0,11.0
59,9.737137765251871,530.0,2013,0,1.6,83000.0,4.0,8,1,2.0,1.0,11.0,714.0,9.0,5.0,2.0,1.0,1.0,0.0,12.0
60,9.244645175668174,0.0,2007,1,2.4,170000.0,4.0,6,0,4.0,2.0,36.0,1383.0,7.0,5.0,0.0,1.0,1.0,1.0,1.0
61,8.883640232503673,530.0,2013,1,1.6,312118.0,4.0,0,0,9.0,1.0,27.0,867.0,4.0,5.0,0.0,1.0,1.0,0.0,1.0
62,8.581294116822761,0.0,2004,0,1.6,130000.0,4.0,6,0,3.0,1.0,24.0,196.0,9.0,5.0,2.0,1.0,1.0,0.0,1.0
63,9.92944765420566,640.0,2013,1,2.0,200279.0,4.0,4,0,5.0,2.0,15.0,1373.0,4.0,1.0,0.0,1.0,1.0,0.0,7.0
64,9.1821466376054,765.0,2015,1,2.0,343306.2,4.0,4,0,9.0,2.0,15.0,1267.0,9.0,4.0,0.0,1.0,1.0,0.0,8.0
65,10.453255004416736,777.0,2014,1,2.5,154672.0,4.0,4,0,4.0,3.0,15.0,793.0,7.0,1.0,0.0,1.0,1.0,0.0,12.0
66,10.50681942877371,1091.0,2016,1,2.5,110969.0,4.0,4,0,3.0,3.0,15.0,793.0,7.0,1.0,0.0,1.0,1.0,0.0,1.0
67,5.749392985908253,779.0,2013,1,2.5,225510.0,4.0,12,0,6.0,3.0,36.0,412.0,9.0,2.0,0.0,1.0,1.0,0.0,14.0
68,8.610319169405722,0.0,2001,0,1.5,210000.0,4.0,3,0,6.0,1.0,36.0,1426.0,3.0,5.0,1.0,1.0,1.0,1.0,13.0
69,10.311050458726438,934.0,2015,1,2.5,148105.0,4.0,4,0,4.0,3.0,15.0,793.0,10.0,1.0,0.0,1.0,1.0,0.0,12.0
70,9.667765219015058,769.0,2011,1,2.2,255456.0,4.0,4,0,7.0,2.0,5.0,433.0,4.0,1.0,0.0,1.0,1.0,0.0,12.0
71,10.690853408335055,1249.0,2017,1,2.5,111643.0,4.0,4,0,3.0,3.0,15.0,793.0,10.0,1.0,0.0,1.0,1.0,0.0,7.0
72,10.880948639640087,891.0,2016,1,2.0,84506.0,4.0,4,0,2.0,2.0,15.0,1238.0,4.0,1.0,0.0,1.0,1.0,0.0,12.0
73,9.598320165743328,645.0,2011,0,1.8,288000.0,4.0,8,0,8.0,1.0,36.0,1094.0,3.0,2.0,0.0,1.0,1.0,0.0,14.0
74,10.653416687195056,0.0,2016,1,2.3,75000.0,4.0,6,1,2.0,2.0,11.0,998.0,0.0,5.0,2.0,2.0,0.0,0.0,12.0
75,8.232971790593437,1053.0,2014,1,3.41,94362.0,6.0,12,0,2.0,4.0,24.0,940.0,4.0,5.0,0.0,2.0,1.0,0.0,14.0
76,9.808572294739841,0.0,2012,0,1.8,175000.0,4.0,8,0,5.0,1.0,36.0,1094.0,9.0,5.0,0.0,1.0,1.0,0.0,12.0
77,6.759255270663693,2109.1000000000004,2008,1,3.41,263190.0,8.0,0,0,7.0,4.0,21.0,764.0,4.0,5.0,0.0,0.0,1.0,0.0,14.0
78,5.393627546352362,1185.0,2009,1,2.5,193614.0,4.0,0,0,5.0,3.0,11.0,635.0,4.0,2.0,0.0,1.0,1.0,0.0,14.0
79,8.638525476583762,1324.0,2010,1,3.3,264877.0,6.0,12,0,7.0,4.0,36.0,803.0,4.0,2.0,0.0,0.0,1.0,0.0,14.0
80,8.926251835034533,830.0,2019,1,1.5,27656.0,4.0,12,0,0.0,1.0,36.0,1495.0,9.0,5.0,0.0,1.0,1.0,0.0,14.0
81,9.996659083423923,1187.0,2014,0,1.4,16000.0,8.0,10,0,0.0,1.0,14.0,458.0,9.0,2.0,0.0,0.0,1.0,1.0,14.0
82,9.006263883379198,0.0,1998,0,2.0,0.0,4.0,2,0,0.0,2.0,14.0,502.0,4.0,5.0,0.0,0.0,1.0,1.0,14.0
83,9.996659083423923,781.0,2012,0,2.5,195053.0,4.0,0,0,5.0,3.0,36.0,412.0,9.0,5.0,0.0,1.0,1.0,0.0,1.0
84,9.85854248649296,531.0,2012,1,1.6,121362.0,4.0,4,0,3.0,1.0,15.0,607.0,9.0,5.0,0.0,1.0,1.0,0.0,1.0
85,10.493078144937773,639.0,2014,1,2.0,69191.0,4.0,4,0,2.0,2.0,15.0,1238.0,4.0,1.0,0.0,1.0,1.0,0.0,14.0
86,9.080345575359996,1111.0,2012,1,1.3,83000.0,4.0,12,0,2.0,0.0,14.0,656.0,3.0,2.0,2.0,1.0,1.0,1.0,6.0
87,8.73985662749357,760.0,2010,1,1.8,40772.0,4.0,4,0,1.0,1.0,5.0,513.0,9.0,5.0,0.0,1.0,1.0,0.0,1.0
88,9.698245312357605,642.0,2012,1,2.0,172000.0,4.0,4,0,5.0,2.0,5.0,1034.0,4.0,1.0,0.0,1.0,1.0,0.0,7.0
89,11.261575321765838,1604.0,2014,1,3.41,343306.2,8.0,10,0,9.0,4.0,24.0,748.0,4.0,5.0,0.0,0.0,1.0,0.0,1.0
90,7.945201132412759,0.0,1995,1,2.0,343306.2,6.0,2,0,9.0,2.0,2.0,133.0,9.0,5.0,1.0,2.0,1.0,0.0,2.0
91,6.3080984415095305,781.0,2012,1,2.5,148213.0,4.0,0,0,4.0,3.0,34.0,696.0,4.0,5.0,0.0,0.0,1.0,0.0,2.0
92,8.850947451970402,1095.0,2008,1,2.0,103246.0,4.0,4,0,3.0,2.0,7.0,891.0,9.0,5.0,0.0,1.0,1.0,0.0,1.0
93,10.21405572877461,891.0,2016,0,2.0,105394.0,4.0,12,0,3.0,2.0,15.0,607.0,9.0,5.0,2.0,1.0,1.0,0.0,1.0
94,10.402109007463212,0.0,2013,1,2.0,160000.0,4.0,12,1,4.0,2.0,2.0,105.0,1.0,5.0,0.0,2.0,0.0,0.0,1.0
95,9.842515995544645,0.0,1990,0,2.8,333333.0,4.0,0,1,9.0,3.0,27.0,1083.0,4.0,1.0,1.0,2.0,1.0,0.0,1.0
96,8.350902451694811,0.0,1997,1,1.4,0.0,4.0,6,0,0.0,1.0,14.0,458.0,3.0,5.0,1.0,1.0,0.0,0.0,2.0
97,9.619332585860503,0.0,2004,1,3.2,214000.0,6.0,8,0,6.0,4.0,24.0,572.0,9.0,5.0,2.0,2.0,1.0,0.0,7.0
98,9.645881947666817,966.0,2009,1,2.0,123346.0,4.0,4,0,3.0,2.0,15.0,771.0,1.0,5.0,0.0,1.0,1.0,0.0,1.0
99,7.972810784121404,473.0,2014,1,1.4,80827.0,4.0,12,0,2.0,1.0,5.0,513.0,9.0,5.0,0.0,1.0,1.0,0.0,6.0
100,6.559615237493242,1138.0,2013,1,3.41,64464.0,6.0,12,0,1.0,4.0,30.0,190.0,1.0,5.0,0.0,2.0,0.0,0.0,1.0
101,5.749392985908253,382.0,2015,1,2.0,91760.0,4.0,12,0,2.0,2.0,11.0,714.0,9.0,2.0,0.0,1.0,1.0,0.0,1.0
102,9.660205067381032,1811.0,2010,1,3.41,275240.0,8.0,0,0,8.0,4.0,21.0,763.0,4.0,5.0,0.0,0.0,1.0,0.0,12.0
103,10.190807059268902,0.0,2004,0,2.2,300000.0,4.0,1,1,8.0,2.0,24.0,1296.0,6.0,1.0,1.0,2.0,1.0,0.0,14.0
104,9.27453508401818,988.0,2007,0,1.5,318400.0,4.0,6,0,9.0,1.0,36.0,1094.0,3.0,5.0,0.0,1.0,1.0,0.0,12.0
105,9.461721464701633,765.0,2015,0,2.0,91200.0,4.0,10,0,2.0,2.0,11.0,690.0,9.0,5.0,0.0,1.0,1.0,0.0,13.0
106,6.926577033222725,917.0,2013,1,3.0,137802.0,6.0,12,0,4.0,4.0,2.0,1457.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0
107,6.3080984415095305,917.0,2013,1,3.0,151586.0,6.0,12,0,4.0,4.0,2.0,151.0,9.0,2.0,0.0,2.0,1.0,0.0,14.0
108,9.461721464701633,0.0,2016,0,1.2,107000.0,4.0,2,0,3.0,0.0,19.0,1086.0,3.0,5.0,1.0,1.0,1.0,0.0,12.0
109,9.615805480084347,0.0,2008,1,3.0,210408.0,6.0,12,0,6.0,4.0,2.0,84.0,9.0,0.0,2.0,2.0,1.0,0.0,14.0
110,11.356891345917656,1156.0,2017,1,2.3,100567.0,4.0,4,0,2.0,2.0,11.0,650.0,4.0,5.0,0.0,1.0,1.0,0.0,1.0
111,10.708891415441741,1091.0,2016,1,2.5,86000.0,4.0,4,0,2.0,3.0,15.0,793.0,10.0,1.0,0.0,1.0,1.0,0.0,7.0
112,9.75021981613291,687.0,2010,1,1.6,122740.0,4.0,4,0,3.0,1.0,15.0,607.0,9.0,5.0,0.0,1.0,1.0,0.0,14.0
113,9.411728991487363,0.0,2005,0,2.4,144000.0,4.0,16,0,4.0,2.0,26.0,235.0,4.0,4.0,2.0,0.0,1.0,1.0,14.0
114,9.385721231090805,2109.1000000000004,2003,1,3.41,150000.0,12.0,12,0,4.0,4.0,24.0,590.0,9.0,5.0,2.0,2.0,1.0,1.0,14.0
115,7.134093721192866,0.0,1997,0,1.3,100000.0,4.0,0,0,2.0,0.0,26.0,893.0,9.0,5.0,1.0,2.0,1.0,0.0,11.0
116,10.149996006155071,640.0,2013,1,2.0,85704.0,4.0,4,0,2.0,2.0,33.0,883.0,4.0,1.0,0.0,1.0,1.0,0.0,12.0
117,9.608915129379593,836.0,2010,1,2.0,58962.0,4.0,4,0,1.0,2.0,15.0,1238.0,4.0,1.0,0.0,1.0,1.0,0.0,14.0
118,10.065648918115544,779.0,2013,1,2.5,90000.0,4.0,12,0,2.0,3.0,36.0,412.0,9.0,2.0,2.0,1.0,1.0,0.0,14.0
119,8.146129510025405,0.0,1995,0,1.2,50000.0,3.0,0,0,1.0,0.0,31.0,462.0,3.0,5.0,1.0,1.0,0.0,0.0,6.0
120,6.559615237493242,777.0,2014,1,2.5,0.0,4.0,12,0,0.0,3.0,23.0,169.0,9.0,5.0,0.0,1.0,1.0,0.0,11.0
121,6.926577033222725,1537.0,2009,1,3.3,318358.0,6.0,12,0,9.0,4.0,36.0,803.0,9.0,2.0,0.0,0.0,1.0,0.0,1.0
122,9.737137765251871,765.0,2015,1,2.0,71454.0,4.0,0,0,2.0,2.0,11.0,714.0,9.0,5.0,0.0,1.0,1.0,0.0,1.0
123,9.875293818165346,781.0,2012,1,2.5,0.0,4.0,6,0,0.0,3.0,36.0,412.0,9.0,5.0,2.0,1.0,1.0,0.0,1.0
124,9.359105145241294,639.0,2014,1,2.0,343306.2,4.0,4,0,9.0,2.0,15.0,1267.0,9.0,4.0,0.0,1.0,1.0,0.0,12.0
125,10.858325694022522,891.0,2016,1,2.0,59515.0,4.0,4,0,1.0,2.0,15.0,1238.0,4.0,1.0,0.0,1.0,1.0,0.0,2.0
126,6.559615237493242,394.0,2014,1,2.5,115312.0,4.0,12,0,3.0,3.0,36.0,412.0,9.0,2.0,0.0,1.0,1.0,0.0,7.0
127,9.149315670138408,0.0,1999,0,2.2,111111.0,4.0,4,1,3.0,2.0,24.0,307.0,9.0,1.0,1.0,2.0,1.0,0.0,12.0
128,9.497622364406624,1347.0,2008,1,2.5,74444.0,4.0,4,0,2.0,3.0,15.0,793.0,7.0,1.0,0.0,1.0,1.0,0.0,15.0
129,9.791214310053341,0.0,2012,0,2.0,143000.0,4.0,12,0,4.0,2.0,27.0,1249.0,7.0,5.0,2.0,1.0,1.0,1.0,14.0
130,6.3080984415095305,2109.1000000000004,2004,1,3.41,299709.0,6.0,12,0,8.0,4.0,27.0,968.0,9.0,5.0,0.0,1.0,1.0,0.0,7.0
131,9.907031266159493,0.0,2008,0,2.4,135000.0,4.0,8,0,3.0,2.0,36.0,1151.0,4.0,5.0,0.0,0.0,1.0,0.0,12.0
132,10.038630146478422,862.0,2011,1,2.5,124444.0,4.0,4,0,3.0,3.0,15.0,793.0,7.0,1.0,0.0,1.0,1.0,0.0,15.0
133,7.972810784121404,503.0,2012,1,1.5,146403.0,4.0,0,0,4.0,1.0,14.0,458.0,9.0,2.0,0.0,1.0,1.0,0.0,14.0
134,9.660205067381032,0.0,1997,0,2.4,142000.0,4.0,6,0,4.0,2.0,26.0,1051.0,4.0,5.0,0.0,0.0,0.0,0.0,2.0
135,10.592350569157022,1811.0,2010,1,3.41,155821.0,8.0,0,0,4.0,4.0,21.0,763.0,4.0,5.0,0.0,0.0,1.0,0.0,1.0
136,6.559615237493242,1646.0,2015,1,3.41,102907.0,8.0,0,0,2.0,4.0,21.0,763.0,4.0,5.0,0.0,0.0,1.0,0.0,1.0
137,9.834137474401334,0.0,2013,1,2.4,130000.0,4.0,6,0,3.0,2.0,15.0,1267.0,9.0,5.0,2.0,1.0,1.0,0.0,1.0
138,10.024819837703653,1017.0,2017,1,2.0,50930.0,4.0,12,0,1.0,2.0,24.0,570.0,9.0,5.0,0.0,2.0,1.0,0.0,1.0
139,9.359105145241294,639.0,2014,1,2.0,264872.0,4.0,4,0,7.0,2.0,15.0,1267.0,9.0,4.0,0.0,1.0,1.0,0.0,12.0
140,5.749392985908253,259.0,2014,1,1.4,131893.0,4.0,0,0,3.0,1.0,5.0,1430.0,3.0,2.0,0.0,1.0,1.0,0.0,3.0
141,8.610319169405722,751.0,2013,1,2.4,138958.0,4.0,12,0,4.0,2.0,13.0,1325.0,4.0,5.0,0.0,1.0,1.0,0.0,1.0
142,8.366370301681654,0.0,1985,0,2.5,343306.2,4.0,1,0,9.0,3.0,24.0,23.0,10.0,1.0,1.0,2.0,1.0,0.0,1.0
143,9.842515995544645,609.0,2018,1,2.5,35058.0,4.0,12,0,1.0,3.0,36.0,412.0,9.0,2.0,0.0,1.0,1.0,0.0,14.0
144,9.96029312635758,697.0,2015,0,1.8,33330.0,4.0,8,0,0.0,1.0,14.0,813.0,4.0,5.0,0.0,0.0,1.0,0.0,7.0
145,9.115480090952223,0.0,2011,0,1.2,141000.0,4.0,4,0,4.0,0.0,10.0,113.0,1.0,5.0,0.0,1.0,0.0,1.0,11.0
146,7.357556200910353,639.0,2014,1,2.0,82392.0,4.0,12,0,2.0,2.0,39.0,847.0,9.0,1.0,0.0,1.0,1.0,0.0,12.0
147,8.0507033814703,0.0,2005,0,2.0,180000.0,6.0,6,1,5.0,2.0,34.0,909.0,2.0,5.0,2.0,0.0,1.0,1.0,2.0
148,9.791214310053341,585.0,2013,1,1.8,117920.0,4.0,12,0,3.0,1.0,15.0,623.0,9.0,5.0,2.0,1.0,1.0,0.0,7.0
149,9.331672657143708,891.0,2016,1,2.0,279787.0,4.0,4,0,8.0,2.0,15.0,1267.0,9.0,4.0,0.0,1.0,1.0,0.0,12.0
150,10.493078144937773,1399.0,2010,1,3.41,227200.0,6.0,16,0,6.0,4.0,36.0,1253.0,7.0,5.0,2.0,1.0,1.0,0.0,14.0
151,6.759255270663693,394.0,2014,1,2.5,130478.0,4.0,12,0,3.0,3.0,36.0,412.0,9.0,2.0,0.0,1.0,1.0,0.0,14.0
152,9.970912528850917,781.0,2012,1,2.5,166144.0,4.0,4,0,4.0,3.0,15.0,793.0,10.0,1.0,0.0,1.0,1.0,0.0,12.0
153,9.660205067381032,891.0,2016,1,2.0,258706.0,4.0,4,0,7.0,2.0,15.0,1267.0,9.0,4.0,0.0,1.0,1.0,0.0,12.0
154,6.440946540632921,475.0,2012,1,1.4,188419.0,4.0,0,0,5.0,1.0,5.0,1430.0,4.0,2.0,0.0,1.0,1.0,0.0,11.0
155,10.59838320363019,690.0,2016,1,1.5,25807.0,4.0,4,0,0.0,1.0,36.0,246.0,3.0,5.0,0.0,1.0,1.0,0.0,1.0
156,9.385721231090805,0.0,2008,0,1.7,180000.0,4.0,8,0,5.0,1.0,24.0,197.0,3.0,5.0,0.0,1.0,1.0,0.0,5.0
157,11.186225325497718,1079.0,2018,1,2.0,18918.0,4.0,6,1,0.0,2.0,21.0,1004.0,4.0,5.0,2.0,1.0,1.0,0.0,1.0
158,10.48924438093555,640.0,2013,1,2.0,137267.0,4.0,4,0,3.0,2.0,33.0,1165.0,4.0,1.0,0.0,1.0,1.0,0.0,12.0
159,9.952848982073853,308.0,2014,0,1.8,160000.0,4.0,4,0,4.0,1.0,36.0,1094.0,9.0,2.0,0.0,0.0,1.0,0.0,14.0
160,9.952848982073853,1823.0,2018,1,3.41,27358.0,6.0,12,0,0.0,4.0,36.0,1330.0,9.0,5.0,0.0,1.0,1.0,0.0,7.0
161,9.485848643496254,1361.0,2009,1,2.9,84176.0,4.0,6,0,2.0,3.0,19.0,440.0,7.0,1.0,0.0,1.0,1.0,0.0,14.0
162,9.656563472556515,707.0,2011,1,2.0,107005.0,4.0,4,0,3.0,2.0,15.0,771.0,1.0,5.0,0.0,1.0,1.0,0.0,7.0
163,8.42222295382501,0.0,1997,0,1.6,15000.0,4.0,2,0,0.0,1.0,28.0,1387.0,9.0,5.0,1.0,1.0,1.0,0.0,0.0
164,8.610319169405722,1273.0,2015,1,3.41,124154.0,6.0,12,0,3.0,4.0,16.0,1139.0,4.0,5.0,0.0,0.0,1.0,0.0,1.0
165,9.903737521291335,531.0,2012,1,1.6,104997.0,4.0,4,0,3.0,1.0,15.0,607.0,9.0,5.0,0.0,1.0,1.0,0.0,14.0
166,10.494325114271504,924.0,2017,1,1.8,27728.0,6.0,8,0,0.0,1.0,39.0,1061.0,9.0,5.0,2.0,1.0,1.0,0.0,12.0
167,8.966994113344454,0.0,1998,1,2.4,343306.2,6.0,4,0,9.0,2.0,24.0,559.0,9.0,5.0,1.0,2.0,1.0,0.0,2.0
168,6.152732694704104,1077.0,2019,1,2.0,11566.0,4.0,12,0,0.0,2.0,23.0,2.0,4.0,5.0,0.0,0.0,1.0,0.0,1.0
169,7.170119543449628,0.0,2018,1,0.8900000000000001,4000.0,1.0,0,0,0.0,0.0,1.0,112.0,1.0,5.0,2.0,2.0,2.0,1.0,2.0
