,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Color,Airbags,Turbo,Mileage_BIN,left wheel,right wheel
20,18826,531.0,hyundai,elantra,2012,sedan,1,petrol,1.6,112645.0,4.0,automatic,Front,silver,4,0,3.0,1,0
21,20698,586.0,toyota,prius,2012,sedan,1,plug-in hybrid,1.8,187000.0,4.0,automatic,Front,white,12,0,5.0,1,0
22,17562,1249.0,toyota,camry,2017,sedan,1,petrol,2.5,39709.0,4.0,automatic,Front,black,12,0,1.0,1,0
23,7840,0.0,ford,transit,2001,microbus,0,diesel,2.0,230000.0,4.0,manual,Front,white,0,0,6.0,1,0
24,4704,0.0,opel,vectra,1995,sedan,0,petrol,1.8,0.0,4.0,automatic,Front,green,4,0,0.0,1,0
25,20385,0.0,mercedes-benz,e 220,2006,sedan,1,diesel,2.2,210000.0,4.0,tiptronic,Rear,black,8,0,6.0,1,0
26,549,2109.1000000000004,lexus,gx 470,2008,jeep,1,petrol,3.41,0.0,8.0,automatic,4x4,white,0,0,0.0,1,0
27,14454,583.0,hyundai,elantra,2011,sedan,1,petrol,1.6,158787.0,4.0,automatic,Front,silver,4,0,4.0,1,0
28,12074,1537.0,toyota,highlander,2009,jeep,1,hybrid,3.3,343306.2,6.0,automatic,4x4,blue,12,0,9.0,1,0
29,15681,1288.0,mercedes-benz,vito,2007,goods wagon,0,diesel,2.0,180000.0,6.0,manual,Rear,white,4,0,5.0,1,0
30,19444,915.0,porsche,cayenne,2014,jeep,1,diesel,3.0,175056.0,6.0,automatic,4x4,white,12,0,5.0,1,0
31,6899,0.0,bmw,x5,2000,jeep,1,cng,3.41,200000.0,8.0,automatic,4x4,silver,6,0,5.0,1,0
32,125,1750.0,toyota,highlander,2008,sedan,1,hybrid,3.3,287274.0,6.0,automatic,4x4,white,12,0,8.0,1,0
33,24462,0.0,jeep,grand cherokee,2007,jeep,1,diesel,3.0,250000.0,6.0,tiptronic,4x4,black,10,0,7.0,1,0
34,23235,707.0,hyundai,santa fe,2011,jeep,1,diesel,2.0,162000.0,4.0,automatic,Front,grey,4,0,4.0,1,0
35,51746,1077.0,toyota,chr limited,2019,jeep,0,petrol,2.0,10200.0,4.0,tiptronic,Front,red,12,0,0.0,1,0
36,7527,1486.0,honda,fit,2010,hatchback,0,hybrid,1.3,158000.0,4.0,automatic,Front,black,4,0,4.0,0,1
37,19121,531.0,hyundai,elantra,2012,sedan,1,petrol,1.6,103490.0,4.0,automatic,Front,silver,4,0,3.0,1,0
38,314,1399.0,lexus,rx 450,2010,jeep,1,hybrid,3.41,343306.2,6.0,automatic,4x4,silver,12,0,9.0,1,0
39,24462,751.0,toyota,camry,2013,sedan,1,petrol,2.4,203200.0,4.0,automatic,Front,blue,4,0,5.0,1,0
40,45734,1091.0,hyundai,h1,2016,universal,1,diesel,2.5,61057.0,4.0,automatic,Front,black,4,0,1.0,1,0
41,20165,650.0,volkswagen,jetta,2016,sedan,1,petrol,1.4,11200.0,4.0,tiptronic,Front,black,8,0,0.0,1,0
42,21326,382.0,hyundai,sonata,2014,sedan,1,hybrid,2.4,141000.0,4.0,tiptronic,Front,white,12,0,4.0,1,0
43,549,1436.0,porsche,cayenne,2010,jeep,1,petrol,3.41,160259.0,6.0,automatic,4x4,silver,12,0,4.0,1,0
44,220,1194.0,toyota,tacoma,2013,jeep,1,petrol,3.41,239342.0,6.0,automatic,4x4,silver,12,0,6.0,1,0
45,15681,503.0,toyota,prius c,2012,hatchback,0,hybrid,1.5,128000.0,4.0,variator,Front,sky blue,8,0,3.0,1,0
46,55390,1017.0,hyundai,santa fe,2017,jeep,1,diesel,2.0,100734.0,4.0,automatic,Front,black,4,0,2.0,1,0
47,12544,0.0,toyota,aqua,2012,hatchback,0,hybrid,1.5,141500.0,4.0,automatic,Front,black,8,0,4.0,0,1
48,17249,0.0,ford,escape hybrid,2008,jeep,0,hybrid,2.3,147000.0,4.0,variator,4x4,white,8,0,4.0,1,0
49,34889,891.0,honda,civic,2016,sedan,1,petrol,2.0,87768.0,4.0,automatic,Front,blue,4,0,2.0,1,0
50,862,1104.0,audi,q7,2015,jeep,1,petrol,3.0,264014.0,6.0,automatic,4x4,black,0,0,7.0,1,0
51,14583,0.0,renault,megane 1.5cdi,2008,sedan,0,diesel,1.5,132542.0,4.0,manual,Front,white,10,0,3.0,1,0
52,392,1017.0,mercedes-benz,e 300,2017,sedan,1,petrol,2.0,1600.0,4.0,automatic,Rear,black,12,0,0.0,1,0
53,38500,639.0,audi,q5,2014,jeep,1,petrol,2.0,87000.0,1.0,tiptronic,4x4,white,12,0,2.0,1,0
54,8781,0.0,mercedes-benz,c 180,2001,coupe,0,petrol,2.0,260000.0,4.0,manual,Rear,blue,0,0,7.0,1,0
55,87112,0.0,mercedes-benz,gla 250,2019,jeep,1,petrol,2.0,5323.0,4.0,tiptronic,4x4,grey,0,0,0.0,1,0
56,1411,629.0,nissan,juke,2015,jeep,1,petrol,1.6,87112.0,4.0,automatic,4x4,black,0,0,2.0,1,0
57,392,919.0,bmw,535,2012,sedan,1,petrol,3.0,204318.0,6.0,automatic,Rear,black,12,0,5.0,1,0
58,23521,781.0,chevrolet,cruze lt,2018,sedan,0,petrol,1.4,22000.0,4.0,automatic,Front,red,6,0,0.0,1,0
59,16935,530.0,ford,fusion,2013,sedan,0,petrol,1.6,83000.0,4.0,tiptronic,Front,silver,8,0,2.0,1,0
60,10349,0.0,toyota,voxy,2007,minivan,1,petrol,2.4,170000.0,4.0,automatic,Front,black,6,0,4.0,0,1
61,7213,530.0,nissan,juke,2013,jeep,1,petrol,1.6,312118.0,4.0,automatic,Front,black,0,0,9.0,1,0
62,5331,0.0,mercedes-benz,a 160,2004,sedan,0,petrol,1.6,130000.0,4.0,tiptronic,Front,black,6,0,3.0,1,0
63,20526,640.0,hyundai,tucson,2013,jeep,1,diesel,2.0,200279.0,4.0,automatic,Front,grey,4,0,5.0,1,0
64,9722,765.0,hyundai,sonata,2015,sedan,1,lpg,2.0,343306.2,4.0,automatic,Front,orange,4,0,9.0,1,0
65,34657,777.0,hyundai,h1,2014,minivan,1,diesel,2.5,154672.0,4.0,automatic,Front,silver,4,0,4.0,1,0
66,36564,1091.0,hyundai,h1,2016,minivan,1,diesel,2.5,110969.0,4.0,automatic,Front,black,4,0,3.0,1,0
67,314,779.0,toyota,camry,2013,sedan,1,hybrid,2.5,225510.0,4.0,automatic,Front,white,12,0,6.0,1,0
68,5488,0.0,toyota,vitz,2001,hatchback,0,petrol,1.5,210000.0,4.0,manual,Front,sky blue,3,0,6.0,0,1
69,30063,934.0,hyundai,h1,2015,universal,1,diesel,2.5,148105.0,4.0,automatic,Front,silver,4,0,4.0,1,0
70,15800,769.0,chevrolet,captiva,2011,jeep,1,diesel,2.2,255456.0,4.0,automatic,Front,silver,4,0,7.0,1,0
71,43952,1249.0,hyundai,h1,2017,universal,1,diesel,2.5,111643.0,4.0,automatic,Front,grey,4,0,3.0,1,0
72,53154,891.0,hyundai,santa fe,2016,jeep,1,diesel,2.0,84506.0,4.0,automatic,Front,silver,4,0,2.0,1,0
73,14740,645.0,toyota,prius,2011,hatchback,0,hybrid,1.8,288000.0,4.0,automatic,Front,white,8,0,8.0,1,0
74,42337,0.0,ford,mustang,2016,cabriolet,1,petrol,2.3,75000.0,4.0,tiptronic,Rear,silver,6,0,2.0,1,0
75,3763,1053.0,mercedes-benz,ml 350,2014,jeep,1,petrol,3.41,94362.0,6.0,automatic,Rear,white,12,0,2.0,1,0
76,18189,0.0,toyota,prius,2012,sedan,0,petrol,1.8,175000.0,4.0,automatic,Front,silver,8,0,5.0,1,0
77,862,2109.1000000000004,lexus,gx 470,2008,jeep,1,petrol,3.41,263190.0,8.0,automatic,4x4,white,0,0,7.0,1,0
78,220,1185.0,ford,escape,2009,jeep,1,hybrid,2.5,193614.0,4.0,automatic,Front,white,0,0,5.0,1,0
79,5645,1324.0,toyota,highlander,2010,jeep,1,hybrid,3.3,264877.0,6.0,automatic,4x4,white,12,0,7.0,1,0
80,7527,830.0,toyota,yaris,2019,sedan,1,petrol,1.5,27656.0,4.0,automatic,Front,white,12,0,0.0,1,0
81,21953,1187.0,honda,civic,2014,sedan,0,hybrid,1.4,16000.0,8.0,automatic,4x4,white,10,0,0.0,0,1
82,8154,0.0,honda,cr-v,1998,jeep,0,petrol,2.0,0.0,4.0,automatic,4x4,white,2,0,0.0,0,1
83,21953,781.0,toyota,camry,2012,sedan,0,petrol,2.5,195053.0,4.0,automatic,Front,black,0,0,5.0,1,0
84,19121,531.0,hyundai,elantra,2012,sedan,1,petrol,1.6,121362.0,4.0,automatic,Front,black,4,0,3.0,1,0
85,36065,639.0,hyundai,santa fe,2014,jeep,1,diesel,2.0,69191.0,4.0,automatic,Front,white,4,0,2.0,1,0
86,8781,1111.0,honda,fit,2012,hatchback,1,hybrid,1.3,83000.0,4.0,tiptronic,Front,green,12,0,2.0,0,1
87,6247,760.0,chevrolet,cruze,2010,sedan,1,petrol,1.8,40772.0,4.0,automatic,Front,black,4,0,1.0,1,0
88,16289,642.0,chevrolet,orlando,2012,jeep,1,diesel,2.0,172000.0,4.0,automatic,Front,grey,4,0,5.0,1,0
89,77775,1604.0,mercedes-benz,gl 63 amg,2014,jeep,1,petrol,3.41,343306.2,8.0,automatic,4x4,black,10,0,9.0,1,0
90,2822,0.0,bmw,520 vanos,1995,sedan,1,petrol,2.0,343306.2,6.0,manual,Rear,blue,2,0,9.0,1,0
91,549,781.0,subaru,forester,2012,jeep,1,petrol,2.5,148213.0,4.0,automatic,4x4,blue,0,0,4.0,1,0
92,6981,1095.0,daewoo,lacetti,2008,sedan,1,petrol,2.0,103246.0,4.0,automatic,Front,black,4,0,3.0,1,0
93,27284,891.0,hyundai,elantra,2016,sedan,0,petrol,2.0,105394.0,4.0,tiptronic,Front,black,12,0,3.0,1,0
94,32929,0.0,bmw,428 sport line,2013,coupe,1,petrol,2.0,160000.0,4.0,automatic,Rear,black,12,0,4.0,1,0
95,18817,0.0,nissan,patrol,1990,jeep,0,diesel,2.8,333333.0,4.0,manual,Rear,black,0,0,9.0,1,0
96,4234,0.0,honda,civic,1997,hatchback,1,petrol,1.4,0.0,4.0,manual,Front,blue,6,0,0.0,1,0
97,15053,0.0,mercedes-benz,e 320,2004,sedan,1,petrol,3.2,214000.0,6.0,tiptronic,Rear,grey,8,0,6.0,1,0
98,15458,966.0,hyundai,genesis,2009,coupe,1,petrol,2.0,123346.0,4.0,automatic,Front,black,4,0,3.0,1,0
99,2901,473.0,chevrolet,cruze,2014,sedan,1,petrol,1.4,80827.0,4.0,automatic,Front,green,12,0,2.0,1,0
100,706,1138.0,porsche,911,2013,coupe,1,petrol,3.41,64464.0,6.0,automatic,Rear,black,12,0,1.0,1,0
101,314,382.0,ford,fusion,2015,sedan,1,hybrid,2.0,91760.0,4.0,automatic,Front,black,12,0,2.0,1,0
102,15681,1811.0,lexus,gx 460,2010,jeep,1,petrol,3.41,275240.0,8.0,automatic,4x4,silver,0,0,8.0,1,0
103,26657,0.0,mercedes-benz,sprinter,2004,microbus,0,diesel,2.2,300000.0,4.0,manual,Rear,white,1,0,8.0,1,0
104,10663,988.0,toyota,prius,2007,hatchback,0,petrol,1.5,318400.0,4.0,automatic,Front,silver,6,0,9.0,1,0
105,12858,765.0,ford,focus se,2015,sedan,0,petrol,2.0,91200.0,4.0,automatic,Front,sky blue,10,0,2.0,1,0
106,1019,917.0,bmw,x5,2013,jeep,1,diesel,3.0,137802.0,6.0,automatic,4x4,black,12,0,4.0,1,0
107,549,917.0,bmw,535,2013,sedan,1,hybrid,3.0,151586.0,6.0,automatic,Rear,white,12,0,4.0,1,0
108,12858,0.0,kia,picanto,2016,hatchback,0,petrol,1.2,107000.0,4.0,manual,Front,silver,2,0,3.0,1,0
109,15000,0.0,bmw,328,2008,sedan,1,cng,3.0,210408.0,6.0,tiptronic,Rear,white,12,0,6.0,1,0
110,85553,1156.0,ford,explorer,2017,jeep,1,petrol,2.3,100567.0,4.0,automatic,Front,black,4,0,2.0,1,0
111,44752,1091.0,hyundai,h1,2016,universal,1,diesel,2.5,86000.0,4.0,automatic,Front,grey,4,0,2.0,1,0
112,17158,687.0,hyundai,elantra,2010,sedan,1,petrol,1.6,122740.0,4.0,automatic,Front,white,4,0,3.0,1,0
113,12231,0.0,mitsubishi,airtrek,2005,jeep,0,lpg,2.4,144000.0,4.0,tiptronic,4x4,white,16,0,4.0,0,1
114,11917,2109.1000000000004,mercedes-benz,e 500 amg,2003,sedan,1,petrol,3.41,150000.0,12.0,tiptronic,Rear,white,12,0,4.0,0,1
115,1254,0.0,mitsubishi,lancer,1997,sedan,0,petrol,1.3,100000.0,4.0,manual,Rear,red,0,0,2.0,1,0
116,25591,640.0,ssangyong,korando,2013,jeep,1,diesel,2.0,85704.0,4.0,automatic,Front,silver,4,0,2.0,1,0
117,14897,836.0,hyundai,santa fe,2010,jeep,1,diesel,2.0,58962.0,4.0,automatic,Front,white,4,0,1.0,1,0
118,23521,779.0,toyota,camry,2013,sedan,1,hybrid,2.5,90000.0,4.0,tiptronic,Front,white,12,0,2.0,1,0
119,3450,0.0,renault,clio,1995,hatchback,0,petrol,1.2,50000.0,3.0,manual,Front,green,0,0,1.0,1,0
120,706,777.0,mazda,616,2014,sedan,1,petrol,2.5,0.0,4.0,automatic,Front,red,12,0,0.0,1,0
121,1019,1537.0,toyota,highlander,2009,sedan,1,hybrid,3.3,318358.0,6.0,automatic,4x4,black,12,0,9.0,1,0
122,16935,765.0,ford,fusion,2015,sedan,1,petrol,2.0,71454.0,4.0,automatic,Front,black,0,0,2.0,1,0
123,19444,781.0,toyota,camry,2012,sedan,1,petrol,2.5,0.0,4.0,tiptronic,Front,black,6,0,0.0,1,0
124,11604,639.0,hyundai,sonata,2014,sedan,1,lpg,2.0,343306.2,4.0,automatic,Front,silver,4,0,9.0,1,0
125,51965,891.0,hyundai,santa fe,2016,jeep,1,diesel,2.0,59515.0,4.0,automatic,Front,blue,4,0,1.0,1,0
126,706,394.0,toyota,camry,2014,sedan,1,hybrid,2.5,115312.0,4.0,automatic,Front,grey,12,0,3.0,1,0
127,9408,0.0,mercedes-benz,c 220,1999,sedan,0,diesel,2.2,111111.0,4.0,manual,Rear,silver,4,0,3.0,1,0
128,13328,1347.0,hyundai,h1,2008,minivan,1,diesel,2.5,74444.0,4.0,automatic,Front,yellow,4,0,2.0,1,0
129,17876,0.0,nissan,serena,2012,minivan,0,petrol,2.0,143000.0,4.0,tiptronic,Front,white,12,0,4.0,0,1
130,549,2109.1000000000004,nissan,maxima,2004,sedan,1,petrol,3.41,299709.0,6.0,automatic,Front,grey,12,0,8.0,1,0
131,20071,0.0,toyota,rav 4,2008,jeep,0,petrol,2.4,135000.0,4.0,automatic,4x4,silver,8,0,3.0,1,0
132,22894,862.0,hyundai,h1,2011,minivan,1,diesel,2.5,124444.0,4.0,automatic,Front,yellow,4,0,3.0,1,0
133,2901,503.0,honda,civic,2012,sedan,1,hybrid,1.5,146403.0,4.0,automatic,Front,white,0,0,4.0,1,0
134,15681,0.0,mitsubishi,pajero,1997,jeep,0,petrol,2.4,142000.0,4.0,automatic,4x4,blue,6,0,4.0,1,0
135,39829,1811.0,lexus,gx 460,2010,jeep,1,petrol,3.41,155821.0,8.0,automatic,4x4,black,0,0,4.0,1,0
136,706,1646.0,lexus,gx 460,2015,jeep,1,petrol,3.41,102907.0,8.0,automatic,4x4,black,0,0,2.0,1,0
137,18660,0.0,hyundai,sonata,2013,sedan,1,petrol,2.4,130000.0,4.0,tiptronic,Front,black,6,0,3.0,1,0
138,22580,1017.0,mercedes-benz,e 300,2017,sedan,1,petrol,2.0,50930.0,4.0,automatic,Rear,black,12,0,1.0,1,0
139,11604,639.0,hyundai,sonata,2014,sedan,1,lpg,2.0,264872.0,4.0,automatic,Front,silver,4,0,7.0,1,0
140,314,259.0,chevrolet,volt,2014,hatchback,1,hybrid,1.4,131893.0,4.0,automatic,Front,brown,0,0,3.0,1,0
141,5488,751.0,gmc,terrain,2013,jeep,1,petrol,2.4,138958.0,4.0,automatic,Front,black,12,0,4.0,1,0
142,4300,0.0,mercedes-benz,208,1985,universal,0,diesel,2.5,343306.2,4.0,manual,Rear,black,1,0,9.0,1,0
143,18817,609.0,toyota,camry,2018,sedan,1,hybrid,2.5,35058.0,4.0,automatic,Front,white,12,0,1.0,1,0
144,21169,697.0,honda,hr-v ex,2015,jeep,0,petrol,1.8,33330.0,4.0,automatic,4x4,grey,8,0,0.0,1,0
145,9095,0.0,fiat,500,2011,coupe,0,petrol,1.2,141000.0,4.0,automatic,Front,red,4,0,4.0,0,1
146,1568,639.0,volkswagen,jetta,2014,sedan,1,diesel,2.0,82392.0,4.0,automatic,Front,silver,12,0,2.0,1,0
147,3136,0.0,subaru,legacy,2005,goods wagon,0,petrol,2.0,180000.0,6.0,tiptronic,4x4,blue,6,0,5.0,0,1
148,17876,585.0,hyundai,elantra sport limited,2013,sedan,1,petrol,1.8,117920.0,4.0,tiptronic,Front,grey,12,0,3.0,1,0
149,11290,891.0,hyundai,sonata,2016,sedan,1,lpg,2.0,279787.0,4.0,automatic,Front,silver,4,0,8.0,1,0
150,36065,1399.0,toyota,sienna,2010,minivan,1,petrol,3.41,227200.0,6.0,tiptronic,Front,white,16,0,6.0,1,0
151,862,394.0,toyota,camry,2014,sedan,1,hybrid,2.5,130478.0,4.0,automatic,Front,white,12,0,3.0,1,0
152,21395,781.0,hyundai,h1,2012,universal,1,diesel,2.5,166144.0,4.0,automatic,Front,silver,4,0,4.0,1,0
153,15681,891.0,hyundai,sonata,2016,sedan,1,lpg,2.0,258706.0,4.0,automatic,Front,silver,4,0,7.0,1,0
154,627,475.0,chevrolet,volt,2012,jeep,1,hybrid,1.4,188419.0,4.0,automatic,Front,red,0,0,5.0,1,0
155,40070,690.0,toyota,aqua,2016,hatchback,1,petrol,1.5,25807.0,4.0,automatic,Front,black,4,0,0.0,1,0
156,11917,0.0,mercedes-benz,a 170,2008,hatchback,0,petrol,1.7,180000.0,4.0,automatic,Front,golden,8,0,5.0,1,0
157,72130,1079.0,lexus,nx 300,2018,jeep,1,petrol,2.0,18918.0,4.0,tiptronic,Front,black,6,0,0.0,1,0
158,35927,640.0,ssangyong,rexton,2013,jeep,1,diesel,2.0,137267.0,4.0,automatic,Front,silver,4,0,3.0,1,0
159,21012,308.0,toyota,prius,2014,sedan,0,hybrid,1.8,160000.0,4.0,automatic,4x4,white,4,0,4.0,1,0
160,21012,1823.0,toyota,tacoma,2018,sedan,1,petrol,3.41,27358.0,6.0,automatic,Front,grey,12,0,0.0,1,0
161,13172,1361.0,kia,carnival grand,2009,minivan,1,diesel,2.9,84176.0,4.0,automatic,Front,white,6,0,2.0,1,0
162,15624,707.0,hyundai,genesis,2011,coupe,1,petrol,2.0,107005.0,4.0,automatic,Front,grey,4,0,3.0,1,0
163,4547,0.0,opel,vectra,1997,sedan,0,petrol,1.6,15000.0,4.0,manual,Front,beige,2,0,0.0,1,0
164,5488,1273.0,infiniti,qx60,2015,jeep,1,petrol,3.41,124154.0,6.0,automatic,4x4,black,12,0,3.0,1,0
165,20005,531.0,hyundai,elantra,2012,sedan,1,petrol,1.6,104997.0,4.0,automatic,Front,white,4,0,3.0,1,0
166,36110,924.0,volkswagen,passat,2017,sedan,1,petrol,1.8,27728.0,6.0,tiptronic,Front,silver,8,0,0.0,1,0
167,7840,0.0,mercedes-benz,e 240 e 240,1998,sedan,1,petrol,2.4,343306.2,6.0,manual,Rear,blue,4,0,9.0,1,0
168,470,1077.0,mazda,1000,2019,jeep,1,petrol,2.0,11566.0,4.0,automatic,4x4,black,12,0,0.0,1,0
169,1300,0.0,audi,50,2018,coupe,1,petrol,0.8900000000000001,4000.0,1.0,tiptronic,Rear,blue,0,0,0.0,0,1
170,43880,891.0,hyundai,santa fe,2016,jeep,1,diesel,2.0,113700.0,4.0,automatic,Front,silver,4,0,3.0,1,0
171,29479,584.0,mercedes-benz,c 250,2014,sedan,1,petrol,1.8,69000.0,4.0,tiptronic,Rear,grey,8,0,2.0,1,0
172,17249,0.0,toyota,camry,2011,sedan,1,hybrid,2.5,152000.0,4.0,variator,Front,white,12,0,4.0,1,0
173,9408,0.0,toyota,vitz funkargo,2003,universal,0,petrol,1.5,181926.0,4.0,automatic,4x4,silver,2,0,5.0,0,1
174,44213,891.0,hyundai,santa fe,2016,jeep,1,diesel,2.0,50255.0,4.0,automatic,Front,red,4,0,1.0,1,0
175,8467,2078.0,bmw,325,2001,sedan,1,petrol,2.5,252800.0,6.0,manual,Rear,grey,6,0,7.0,1,0
176,627,915.0,audi,a6,2014,sedan,1,petrol,3.0,164488.0,6.0,automatic,4x4,silver,12,0,4.0,1,0
177,21950,831.0,ford,transit,2011,goods wagon,0,diesel,2.4,125000.0,4.0,manual,4x4,white,2,0,3.0,1,0
178,706,475.0,fiat,500,2012,hatchback,1,petrol,1.4,164574.0,4.0,automatic,Front,red,12,0,4.0,1,0
179,3136,473.0,chevrolet,cruze,2014,sedan,1,petrol,1.4,156992.0,4.0,automatic,Front,black,12,0,4.0,1,0
180,3450,0.0,opel,vectra,1995,sedan,0,cng,2.0,0.0,4.0,manual,Front,white,2,0,0.0,1,0
181,9408,0.0,mitsubishi,pajero,1998,jeep,0,petrol,3.41,11000.0,6.0,tiptronic,4x4,silver,4,0,0.0,0,1
182,31500,0.0,nissan,pathfinder,2010,jeep,1,lpg,3.41,90200.0,6.0,tiptronic,4x4,black,12,0,2.0,1,0
183,20385,0.0,mitsubishi,delica,2005,minivan,1,petrol,3.0,184000.0,6.0,automatic,4x4,white,12,0,5.0,0,1
184,314,1053.0,mercedes-benz,e 350,2014,sedan,1,diesel,3.41,149486.0,6.0,automatic,4x4,silver,12,0,4.0,1,0
185,2300,0.0,volkswagen,golf,1996,sedan,0,cng,2.0,0.0,4.0,manual,Front,green,0,0,0.0,1,0
186,7840,0.0,mercedes-benz,vaneo,2004,universal,0,lpg,1.9,170000.0,4.0,tiptronic,Front,silver,4,0,4.0,1,0
187,56450,0.0,toyota,camry se,2018,sedan,1,petrol,2.5,25000.0,4.0,tiptronic,Front,blue,12,0,0.0,1,0
188,1490,639.0,volkswagen,jetta,2014,universal,1,diesel,2.0,113214.0,4.0,automatic,Front,grey,12,0,3.0,1,0
189,627,836.0,toyota,tacoma,2012,sedan,1,petrol,2.7,343306.2,4.0,automatic,Rear,black,12,0,9.0,1,0
190,314,1053.0,mercedes-benz,e 350,2014,sedan,1,diesel,3.41,149486.0,6.0,automatic,4x4,silver,12,0,4.0,1,0
191,13172,0.0,honda,cr-v,2002,jeep,0,petrol,2.4,260000.0,4.0,automatic,4x4,silver,6,0,7.0,1,0
192,19757,0.0,nissan,patrol y60,1990,jeep,0,diesel,2.8,222222.0,4.0,manual,Rear,black,0,0,6.0,1,0
193,4704,917.0,audi,a7,2013,hatchback,1,petrol,3.0,301707.0,6.0,automatic,4x4,grey,0,0,8.0,1,0
194,706,751.0,hyundai,sonata,2013,sedan,1,petrol,2.4,175827.0,4.0,automatic,Front,black,12,0,5.0,1,0
195,5802,1055.0,mercedes-benz,e 350,2013,sedan,1,diesel,3.41,107800.0,6.0,automatic,Rear,grey,12,0,3.0,1,0
196,25716,777.0,toyota,camry,2014,sedan,0,petrol,2.5,115200.0,4.0,automatic,Front,silver,8,0,3.0,1,0
197,14426,642.0,chevrolet,orlando,2012,jeep,1,lpg,2.0,132036.0,4.0,automatic,Front,white,4,0,3.0,1,0
198,10820,0.0,toyota,rav 4,2001,jeep,0,petrol,2.0,91000.0,4.0,automatic,4x4,silver,4,0,2.0,0,1
199,45436,1172.0,ford,explorer,2011,jeep,1,petrol,3.41,129177.0,4.0,automatic,Front,white,4,0,3.0,1,0
200,11917,893.0,hyundai,i30,2008,hatchback,0,diesel,1.6,201000.0,4.0,manual,Front,black,8,0,5.0,1,0
201,41281,765.0,hyundai,santa fe,2015,jeep,1,diesel,2.0,185811.0,4.0,automatic,Front,black,4,0,5.0,1,0
202,4391,0.0,nissan,altima,1998,sedan,0,petrol,2.4,343306.2,4.0,manual,Front,brown,2,0,9.0,1,0
203,3058,1872.0,porsche,cayenne,2018,sedan,1,petrol,3.41,28968.0,6.0,automatic,4x4,white,12,0,0.0,1,0
204,15681,0.0,suzuki,grand vitara,2008,jeep,0,petrol,1.6,98000.0,4.0,automatic,4x4,black,12,0,2.0,1,0
205,6586,645.0,lexus,ct 200h,2011,hatchback,1,hybrid,1.8,122302.0,4.0,automatic,Front,black,0,0,3.0,1,0
206,12544,0.0,toyota,prius,2007,hatchback,0,hybrid,1.5,140000.0,4.0,automatic,Front,beige,6,0,4.0,1,0
207,30063,639.0,hyundai,tucson,2014,jeep,1,diesel,2.0,120000.0,4.0,automatic,Front,white,4,0,3.0,1,0
